Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;ActividadEmpresa;JornadaTrabajo;DondeEstudia;DirActividadCoordX;DirActividadCoordY;DirEstudiosCoordX;DirEstudiosCoordY;NoViaja;TarjetaBip;Tarjeta2Bip;MedioViajeRestricion;ConoceTransantiago;NoUsaTransantiago;Discapacidad;TieneIngresos;Ingreso;TramoIngreso;IngresoFinal;TramoIngresoFinal;IngresoImputado;Factor_LaboralNormal;Factor_SabadoNormal;Factor_DomingoNormal;Factor_LaboralEstival;Factor_FindesemanaEstival;Factor
114283;11428302;2010;1;3;0;1;2;2;1;0;;;;;;;;;;6;;;;2;H;J;2;0;0;0;0;0;172,13070;;;;;82,77087
114283;11428303;2012;2;3;0;1;2;2;1;0;;;;;;;;;;4;;;;2;H;J;2;0;0;0;0;0;172,13070;;;;;82,77087
114290;11429001;1964;2;1;2;1;2;2;4;8;A;2;2;1;;344417,0772;6283570,7449;;;;99;;;1;H;J;1;350000;2;350000;2;0;;;;703,00000;;32,40135
114290;11429002;1986;2;3;2;1;2;2;11;5;A;5;5;1;;346810,8186;6298660,9795;;;;99;;;;;J;1;600000;3;600000;3;0;;;;703,00000;;41,40905
114290;11429003;1990;2;3;1;3;2;2;11;2;A;5;1;1;;0,0000;0,0000;;;;99;;;;;J;1;99;2;322176;2;2;;;;703,00000;;28,44683
114290;11429004;1991;1;3;2;3;1;2;11;3;E;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;;;;703,00000;;35,41200
114302;11430201;1962;1;1;1;2;2;2;5;4;A;5;5;1;;341576,4700;6281541,3519;;;;99;;10;1;H;J;1;600000;3;600000;3;0;;;;750,00000;;44,64729
114302;11430202;1960;2;2;1;1;2;2;5;4;D;;;;;;;;;;99;;;2;"G;H";J;2;0;0;0;0;0;;;;750,00000;;37,68053
114302;11430203;1987;1;3;4;4;2;2;5;4;F;;;;;;;;;;9000071;;2;1;A;J;2;0;0;0;0;0;;;;750,00000;;50,59503
114302;11430204;2001;2;3;0;1;2;2;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;750,00000;;45,58735
114302;11430205;1995;1;3;4;1;1;2;5;3;B;;;;4;;;343100,4533;6283783,1920;;;;;1;B;J;2;0;0;0;0;0;;;;750,00000;;54,05014
114313;11431301;1947;1;1;2;1;2;2;4;5;A;5;5;1;;346936,8751;6300109,5000;;;;99;;;1;"B;H";J;1;99;2;227720;2;2;;;690,62720;;;78,51466
114313;11431302;1951;2;2;2;1;2;2;4;6;D;;;;;;;;;;99;;;1;"F;H";J;2;0;0;0;0;0;;;575,26620;;;103,68964
114313;11431303;1986;1;3;2;3;2;2;11;5;A;4;4;1;;345497,9550;6285281,1172;;;;;;4;1;G;J;1;99;2;226681;2;2;;;873,38570;;;135,80173
114323;11432301;1968;1;1;2;1;2;2;4;5;A;5;1;1;;341266,6114;6286062,5455;;;;99;;;1;E;J;1;250000;2;250000;2;0;;;;594,00000;;41,72340
114323;11432302;1965;2;2;4;1;2;2;4;7;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;;;;594,00000;;35,21289
114323;11432303;1992;1;3;2;1;2;2;5;4;A;5;1;1;;341264,8116;6286120,9704;;;;99;;;;;J;1;300000;2;300000;2;0;;;;594,00000;;38,48479
114323;11432304;1995;1;3;0;1;1;2;5;4;B;;;;4;;;0,0000;0,0000;4;;;;1;H;J;2;0;0;0;0;0;;;;594,00000;;50,51046
114323;11432305;2002;2;3;2;1;2;2;4;5;B;;;;4;;;0,0000;0,0000;;;;;;;J;2;0;0;0;0;0;;;;594,00000;;42,60185
114330;11433001;1938;1;1;2;1;2;2;6;2;C;;;;;;;;;;99;;;1;"A;G";J;1;90000;1;90000;1;0;288,39930;;;;;165,05353
114330;11433002;1936;2;2;0;1;2;2;6;6;C;;;;;;;;;5;99;;;1;"A;C";H;1;80000;1;80000;1;0;310,83710;;;;;184,07542
114330;11433003;1975;1;4;2;1;2;2;11;5;A;5;8;1;;353153,2663;6302628,3271;;;;99;;;;;J;1;245000;2;245000;2;0;564,68630;;;;;285,48276
114330;11433004;1978;2;3;2;3;2;2;9;2;D;;;;;;;;;;99;;;1;"A;C";J;2;0;0;0;0;0;491,59510;;;;;271,72012
114330;11433005;2003;2;4;2;1;2;2;4;4;B;;;;4;;;344993,0990;6286803,6742;;;;;1;"A;C";J;2;0;0;0;0;0;526,15720;;;;;257,22687
114330;11433006;2008;2;4;0;1;2;2;1;0;G;;;;;;;;;4;;;;2;"A;C";J;2;0;0;0;0;0;382,07780;;;;;214,66621
114340;11434001;1929;2;1;2;1;2;2;4;6;C;;;;;;;;;;99;;;;;H;1;90000;1;90000;1;0;;;;779,00000;;103,47820
114340;11434002;1961;1;3;2;3;2;2;11;1;A;5;8;1;;337579,8116;6289332,4245;;;;99;;;1;"A;C";J;1;220000;2;220000;2;0;;;;779,00000;;141,61850
114350;11435001;1981;2;2;2;1;2;2;5;4;A;4;3;1;;343840,5095;6280112,5215;;;;99;;;1;H;J;1;450000;3;450000;3;0;;;;556,00000;;57,26224
114350;11435002;1978;1;1;2;1;2;2;11;5;A;5;5;1;;348313,3258;6298594,2907;;;;99;;;;;J;1;99;3;520649;3;2;;;;556,00000;;60,16259
114350;11435003;2001;2;3;2;1;2;2;4;7;B;;;;4;;;342225,2456;6281941,6908;;;;;1;H;J;2;0;0;0;0;0;;;;556,00000;;54,20793
114350;11435004;2012;2;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;H;J;2;0;0;0;0;0;;;;556,00000;;45,23870
114363;11436301;1956;1;1;2;1;2;2;6;1;G;;;;;;;;;;;;;2;G;J;3;0;1;93630;1;2;57,01875;;;;;36,63723
114363;11436302;1984;2;2;6;1;2;2;5;1;D;;;;;;;;;;;;;1;"A;H";J;2;0;0;0;0;0;62,74590;;;;;45,00226
114363;11436303;2003;2;3;4;1;2;2;4;4;B;;;;4;;;344550,7155;6284161,0801;;;;;2;G;J;2;0;0;0;0;0;67,15734;;;;;42,60185
114363;11436304;2005;2;3;2;1;2;2;4;2;B;;;;4;;;344550,7155;6284161,0801;;;;;2;G;J;2;0;0;0;0;0;67,15734;;;;;42,60185
114363;11436305;2008;2;3;2;1;2;2;1;0;B;;;;2;;;344919,3488;6283871,1760;;;;;2;G;J;2;0;0;0;0;0;48,76738;;;;;35,55299
114373;11437301;1972;1;1;3;3;2;2;5;4;A;5;1;1;;349074,0826;6297068,2879;;;;;;4;2;G;J;1;99;2;305603;2;2;74,14764;;;;;31,74885
114373;11437302;1972;2;2;8;1;2;2;5;2;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;69,32508;;;;;30,21828
114373;11437303;1995;1;3;2;1;1;2;5;3;B;;;;4;;;346125,5492;6291068,6032;;;;3;;;J;2;0;0;0;0;0;75,14418;;;;;33,91695
114373;11437304;2001;2;3;2;1;2;2;4;5;B;;;;4;;;344608,9830;6286072,5229;;;;;2;"G;H";J;2;0;0;0;0;0;72,16370;;;;;28,60647
114380;11438001;1980;1;1;6;3;2;2;5;4;F;;;;;;;;;;99;;2;1;E;J;2;0;0;0;0;0;217,63740;;;;;70,82752
114380;11438002;1979;2;2;4;3;2;2;7;4;A;5;3;1;;347517,1182;6298462,6363;;;;99;;2;1;H;J;1;300000;2;300000;2;0;185,81930;;;;;67,41305
114380;11438003;2011;2;3;2;1;2;2;1;0;;;;;;;;;;;;;10;2;H;J;2;0;0;0;0;0;144,42270;;;;;53,25813
114380;11438004;2011;1;3;2;1;2;2;1;0;;;;;;;;;;;;;2;2;H;J;2;0;0;0;0;0;144,42270;;;;;53,25813
114380;11438005;2013;1;3;2;1;2;2;1;0;;;;;;;;;;;;;10;2;E;J;2;0;0;0;0;0;144,42270;;;;;53,25813
114390;11439001;1990;2;2;3;1;2;2;7;4;A;5;5;1;;347414,8991;6286954,4048;;;;99;;;;;J;1;189000;1;189000;1;0;;;;808,00000;;61,15718
114390;11439002;1991;1;1;3;1;2;2;4;8;A;5;1;1;;353572,9170;6279494,8149;;;;99;;;;;J;1;200000;1;200000;1;0;;;;808,00000;;76,13148
114390;11439003;1965;2;4;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;1;80000;1;80000;1;0;;;;808,00000;;69,65899
114401;11440101;1962;2;1;4;1;2;2;5;4;D;;;;;;;;;;8483121;;;2;"A;G";J;1;99;2;236684;2;2;67,23309;;;;;39,06622
114401;11440102;1934;2;4;0;1;2;2;4;6;D;;;;;;;;;6;;;;2;"B;G";J;1;78000;1;78000;1;0;53,28016;;;;;33,82267
114401;11440103;1994;1;3;2;1;1;2;5;3;B;;;;4;;;;;;;;;1;"A;D";J;2;0;0;0;0;0;74,07567;;;;;42,69616
114401;11440104;2002;1;3;2;1;2;2;4;3;B;;;;4;;;;;;;;;2;"A;D";J;2;0;0;0;0;0;90,18781;;;;;48,58929
114410;11441001;1964;1;1;2;1;2;2;5;1;A;5;5;1;;353528,3471;6295468,1186;;;;99;;;1;H;J;1;350000;2;350000;2;0;;;;;2085,00000;49,11967
114410;11441002;1969;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;;;;2085,00000;41,45501
114410;11441003;1987;1;3;2;1;1;2;10;4;B;;;;7;;;345606,4979;6297732,3087;;99;;;1;H;J;1;200000;1;200000;1;0;;;;;2085,00000;55,66315
114410;11441004;1987;1;3;5;1;2;2;10;2;A;5;5;1;;325290,1715;6315552,3781;;;;99;;;;;J;1;280000;2;280000;2;0;;;;;2085,00000;55,66315
114423;11442301;1945;2;1;1;1;2;2;4;6;D;;;;;;;;;;99;;;1;"F;H";J;1;99;1;106140;1;2;;;2179,25000;;;30,03217
114423;11442302;1975;1;3;0;1;2;2;9;2;A;2;5;2;;343830,9040;6286473,1448;;;1;;;;2;G;J;1;300000;2;300000;2;0;;;3308,60000;;;46,57695
114423;11442303;1979;1;3;2;3;2;2;7;4;A;5;2;1;;348210,5230;6296941,0661;;;;99;;;1;H;J;1;99;2;242451;2;2;;;3308,60000;;;46,57695
114423;11442304;1981;2;4;2;1;2;2;5;3;A;7;6;1;;343536,8278;6286169,6453;;;;8184374;;;;;J;1;99;2;317818;2;2;;;2755,93800;;;44,33154
114423;11442305;2001;2;4;1;1;1;2;4;4;B;;;;4;;;343858,8626;6286540,4512;;;;;;;J;2;0;0;0;0;0;;;2361,14100;;;41,96691
114430;11443001;1947;1;1;2;1;2;2;4;4;C;;;;;;;;;;99;;;1;"A;H";J;1;80000;1;80000;1;0;179,41230;;;;;80,60863
114430;11443002;1947;2;2;0;1;2;2;4;4;D;;;;;;;;;3;5642781;;;1;"E;H";J;2;0;0;0;0;0;193,37070;;;;;89,89852
114443;11444301;1943;1;1;1;3;2;2;4;6;C;;;;;;;;;;;;;2;"B;F";J;1;99;1;94524;1;2;76,30078;;;;;56,76575
114443;11444302;1945;2;2;0;1;2;2;5;4;C;;;;;;;;;4;11692585;;;1;H;J;1;100000;1;100000;1;0;82,23701;;;;;63,30784
114443;11444303;1979;2;3;2;1;1;2;11;5;A;3;4;1;;343295,9310;6286256,2721;;;;99;;;;;J;1;280000;2;280000;2;0;130,05960;;;;;93,45071
114443;11444304;2005;2;4;1;1;2;2;4;1;B;;;;4;;;341575,9462;6281539,3467;;;;;2;G;J;2;0;0;0;0;0;139,20360;;;;;88,46616
114453;11445301;1965;2;1;2;1;2;2;7;4;D;;;;;;;;;;99;;;1;"E;H";J;2;0;0;0;0;0;60,24705;;;;;48,41333
114453;11445302;1966;1;2;2;1;2;2;7;4;A;5;5;1;;0,0000;0,0000;;;;99;;;;;J;1;260000;2;260000;2;0;71,34863;;;;;57,36451
114453;11445303;1968;1;4;2;3;2;2;7;4;A;5;1;1;;345924,6130;6291182,4089;;;;99;;;;;J;1;350000;2;350000;2;0;71,34863;;;;;57,36451
114453;11445304;1966;1;4;2;1;2;2;5;3;F;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;71,34863;;;;;57,36451
114460;11446001;1957;1;1;2;3;2;2;7;3;A;5;5;1;;333182,3908;6303280,6958;;;;;;;2;"A;F";J;1;99;7;383524;3;1;256,03020;;;;;95,46160
114460;11446002;1960;2;2;2;1;2;2;9;4;A;4;4;1;;345360,3878;6296786,6424;;;;99;;;;;J;1;99;7;404487;3;1;216,19290;;;;;80,56588
114460;11446003;1985;2;3;3;1;1;2;11;2;"A;B";5;2;1;8;350268,9794;6300614,7476;347761,2427;6298401,1582;;;;;;;J;1;99;7;231949;2;1;270,95610;;;;;102,96341
114473;11447301;1946;1;1;2;3;2;2;6;6;C;;;;;;;;;;99;;;1;E;J;1;99;2;217853;2;2;289,50250;;;;;87,37772
114473;11447302;1953;2;2;0;1;2;2;11;5;C;;;;;;;;;4;;;;1;E;J;1;99;2;200150;2;2;565,76530;;;;;115,39457
114480;11448001;1936;1;1;2;3;2;2;5;4;C;;;;;;;;;;99;;;1;"B;H";J;1;99;7;223636;2;1;;;837,66160;;;92,78503
114480;11448002;1951;2;2;2;1;2;2;5;4;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;697,74030;;;122,53567
114490;11449001;1946;2;1;4;1;2;1;11;4;A;2;8;4;;349382,0516;6297261,7589;;;;99;;;1;B;J;1;99;7;219253;2;1;312,02610;;;;;97,44772
114490;11449002;1978;1;3;2;1;2;2;3;2;G;;;;;;;;;;;;;2;G;E;2;0;0;0;0;0;565,76530;;;;;151,13159
114503;11450301;1960;1;1;5;3;2;2;4;8;A;5;5;1;;348392,8923;6296132,3778;;;;;;2;2;G;J;1;99;1;156056;1;2;405,75860;;;;;180,89572
114503;11450302;1961;2;2;10;1;2;2;4;6;D;;;;;;;;;;99;;;1;"A;H";J;2;0;0;0;0;0;342,62420;;;;;152,66881
114503;11450303;1991;1;3;2;1;2;2;5;4;A;5;5;1;;356902,5955;6301493,0283;;;;99;;;;;J;1;99;1;103712;1;2;377,49460;;;;;166,85442
114503;11450304;1988;2;3;2;1;2;2;5;4;A;5;2;1;;345438,6270;6287734,2225;;;;99;;;;;J;1;99;1;153687;1;2;297,45750;;;;;134,03586
114503;11450305;1993;2;4;2;1;2;2;5;4;A;5;8;1;;340749,5649;6289716,2386;;;;99;;;;;J;1;99;1;131566;1;2;297,45750;;;;;134,03586
114503;11450306;1990;1;4;2;1;2;2;5;4;A;5;2;1;;341013,5171;6290119,4559;;;;99;;;;;J;1;99;1;123367;1;2;377,49460;;;;;166,85442
114503;11450307;2001;1;4;2;1;2;2;4;6;B;;;;4;;;347365,4780;6283283,3333;;;;;2;G;J;2;0;0;0;0;0;455,04460;;;;;189,88446
114513;11451301;1963;2;1;7;1;2;2;5;1;A;2;2;2;;345747,5817;6283246,5026;;;;99;;;;;J;1;80000;1;80000;1;0;140,85760;;;;;156,95193
114513;11451302;1990;2;3;4;1;2;2;5;4;A;5;2;1;;350977,4939;6301143,1364;;;;99;;;;;J;1;200000;1;200000;1;0;122,28900;;;;;137,79626
114513;11451303;1989;1;4;4;1;2;2;5;4;A;5;2;1;;350977,4939;6301143,1364;;;;99;;;;;J;1;250000;2;250000;2;0;155,19310;;;;;171,53554
114513;11451304;1992;1;3;2;1;2;2;5;4;A;5;5;1;;350298,3440;6295150,4956;;;;99;;;;;J;1;180000;1;180000;1;0;155,19310;;;;;171,53554
114513;11451305;2009;1;4;2;1;2;2;2;1;B;;;;2;;;345757,2898;6283288,0182;;;;;2;H;J;2;0;0;0;0;0;137,20880;;;;;158,46786
114513;11451306;2010;1;4;2;1;2;2;2;1;B;;;;1;;;345792,9630;6283280,8264;;;;;2;H;J;2;0;0;0;0;0;137,20880;;;;;158,46786
114521;11452101;1957;1;1;2;1;2;2;4;6;A;5;5;1;;343875,9297;6300064,8885;;;;99;;;;;J;1;99;2;201954;2;2;57,95095;;;;;43,64513
114521;11452102;1962;2;2;2;1;2;2;4;6;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;55,65669;;;;;36,83475
114521;11452103;1985;1;3;2;1;1;2;5;4;B;;;;8;;;356328,1420;6302403,2725;;;;;;;J;2;0;0;0;0;0;71,83083;;;;;49,45936
114521;11452104;1981;1;3;2;1;2;2;5;4;A;5;5;1;;345498,5200;6287885,4600;;;;99;;;;;J;1;300000;2;300000;2;0;71,83083;;;;;49,45936
114521;11452105;1981;1;4;2;1;2;2;5;4;A;5;8;1;;345498,5200;6287885,4600;;;;99;;;;;J;1;350000;2;350000;2;0;71,83083;;;;;49,45936
114531;11453101;1969;1;1;0;2;2;2;5;1;A;5;5;1;;;;;;6;99;;;1;H;J;1;550000;3;550000;3;0;;;;594,00000;;49,10279
114531;11453102;1978;2;2;2;1;2;2;5;1;D;;;;;;;;;;99;;;1;F;J;2;0;0;0;0;0;;;;594,00000;;52,96151
114531;11453103;1994;2;3;2;1;1;2;7;3;B;;;;4;;;346435,2831;6292354,5058;;;;;;;J;2;0;0;0;0;0;;;;594,00000;;36,38299
114531;11453104;1999;2;3;0;1;2;2;4;7;B;;;;4;;;345481,1198;6285146,4376;4;;;;1;H;J;2;0;0;0;0;0;;;;594,00000;;50,13660
114531;11453105;2005;1;3;2;1;2;2;4;2;B;;;;4;;;345481,1198;6285146,4376;;;;;2;H;J;2;0;0;0;0;0;;;;594,00000;;51,54266
114540;11454001;1951;2;1;2;1;2;2;4;5;A;7;6;2;;346844,1836;6293564,3263;;;;99;;;;;J;1;150000;1;150000;1;0;331,26860;;;;;90,45659
114540;11454002;1949;1;2;2;1;2;2;4;5;A;2;2;1;;345129,3569;6286981,8934;;;;99;;;1;E;J;1;200000;1;200000;1;0;254,88350;;;;;91,79956
114551;11455101;1945;2;1;2;1;2;2;4;99;G;;;;;;;;;;99;;;;;H;1;99;1;91205;1;2;;;405,45820;;;116,68079
114561;11456101;1954;2;2;2;1;2;2;5;2;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;834,77110;;;;;96,79558
114561;11456102;1945;1;1;2;1;2;2;4;7;C;;;;;;;;;;99;;;1;H;J;1;200000;1;200000;1;0;490,68540;;;;;73,29441
114571;11457101;1957;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;162,06910;;;;;69,65899
114571;11457102;1952;1;1;2;1;2;2;4;2;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;184,58230;;;;;72,47665
114571;11457103;1987;2;3;2;3;2;2;5;4;A;2;5;1;;;;;;;99;;2;1;H;J;1;400000;2;400000;2;0;203,12230;;;;;89,02435
114580;11458001;1952;2;1;0;1;2;2;4;4;F;;;;;;;;;6;99;;;1;"A;C";J;2;0;0;58201;1;1;;;;617,00000;;107,91891
114593;11459301;1972;1;1;2;3;2;2;5;2;A;2;1;1;;345448,8599;6285262,0817;;;;99;;;1;E;J;1;300000;2;300000;2;0;;;;594,00000;;64,64775
114593;11459302;1969;2;2;2;1;2;2;5;2;D;;;;;;;;;;99;;;1;F;D;2;0;0;0;0;0;;;;594,00000;;48,14627
114593;11459303;1951;2;4;1;1;2;2;4;3;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;;;594,00000;;49,36093
114593;11459304;1970;1;4;2;1;2;2;4;6;A;5;2;1;;346480,9702;6298258,5603;;;;99;;;;;J;1;185000;1;185000;1;0;;;;594,00000;;57,04809
114593;11459305;1995;2;3;2;1;2;2;5;2;B;;;;4;;;343100,4533;6283783,1920;;99;;;1;H;J;2;0;0;0;0;0;;;;594,00000;;69,06241
114603;11460301;1953;1;1;2;1;2;2;4;4;G;;;;;;;;;;99;;;1;"D;H";J;1;99;1;66689;1;2;;;;;2085,00000;43,13185
114603;11460302;1954;2;2;4;1;2;2;5;1;D;;;;;;;;;;99;;;1;"B;H";J;2;0;0;0;0;0;;;;;2085,00000;42,50085
114603;11460303;1989;2;3;0;1;2;2;5;3;F;;;;;;;;;6;99;;;1;H;J;2;0;0;0;0;0;;;;;2085,00000;36,39550
114603;11460304;1991;2;3;2;1;2;2;1;0;A;5;5;1;;345537,7032;6285815,1778;;;;99;;;1;"D;H";J;1;99;1;190617;1;2;;;;;2085,00000;36,39550
114613;11461301;1989;2;1;2;1;2;2;5;4;A;5;5;2;;345620,5875;6285122,6000;;;;99;;;;;J;1;99;1;184697;1;2;;;434,19910;;;83,61969
114613;11461302;2011;1;3;2;1;2;2;1;0;;;;;;;;;;;;;;;;J;2;0;0;0;0;0;;;428,66100;;;96,16392
114613;11461303;2007;1;3;2;1;2;2;4;1;B;;;;4;;;345497,9550;6285281,1172;;;;;;;J;2;0;0;0;0;0;;;428,66100;;;96,16392
114621;11462101;1964;2;1;2;1;2;2;5;4;A;7;6;1;;345047,6481;6298801,6762;;;;99;;;;;J;1;250000;2;250000;2;0;103,38840;;;;;58,03255
114621;11462102;1994;2;3;2;1;1;2;11;1;B;;;;8;;;345051,8519;6297820,6995;;;;;;;J;2;0;0;0;0;0;89,75913;;;;;50,94975
114621;11462103;1990;1;3;2;1;1;2;11;5;B;;;;8;;;345095,6154;6297828,3891;;;;;;;J;2;0;0;0;0;0;113,91070;;;;;63,42474
114621;11462104;1964;1;2;2;3;2;2;5;4;A;2;2;1;;346806,4755;6297170,1140;;;;99;;10;1;H;J;1;450000;3;450000;3;0;122,43950;;;;;68,76217
114633;11463301;1983;1;1;2;1;2;2;10;3;A;5;1;1;;335481,6683;6303599,7974;;;;99;;;;;J;1;99;2;239085;2;2;81,11100;;;;;55,23692
114633;11463302;1986;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;69,25278;;;;;52,57404
114633;11463303;2004;2;3;2;1;2;2;4;2;B;;;;4;;;342661,6369;6283666,9925;;;;;2;H;J;2;0;0;0;0;0;74,12164;;;;;49,76979
114633;11463304;2006;1;3;3;1;2;2;2;1;B;;;;3;;;344389,2779;6283271,1801;;;;;2;H;J;2;0;0;0;0;0;74,12164;;;;;51,16557
114643;11464301;1946;1;1;2;3;2;2;6;1;C;;;;;;;;;;;;10;2;G;J;1;99;7;148540;1;1;;;;;778,00000;69,07090
114643;11464302;1946;2;2;2;1;2;1;6;3;D;;;;;;;;;;;;;1;A;J;2;0;0;0;0;0;;;;;778,00000;77,03114
114651;11465101;1938;1;1;0;1;2;2;4;6;C;;;;;;;;;3;99;;;1;H;J;1;150000;1;150000;1;0;200,82810;;;;;40,11062
114651;11465102;1964;2;2;2;1;2;2;5;4;A;5;5;1;;0,0000;0,0000;;;;99;;;;;J;1;500000;3;500000;3;0;273,13670;;;;;51,66826
114651;11465103;1998;1;3;2;1;1;2;5;1;B;;;;4;;;353093,6644;6283952,4134;;;;;;;J;2;0;0;0;0;0;406,32930;;;;;74,11445
114661;11466101;1969;2;1;0;1;2;2;4;2;D;;;;;;;;;4;99;;;1;"A;H";J;3;0;7;52834;1;1;;;;808,00000;;81,97908
114661;11466102;1997;1;3;2;1;1;2;7;2;B;;;;4;;;345012,5190;6284359,4804;;;;;1;H;J;2;0;0;0;0;0;;;;808,00000;;117,59312
114661;11466103;1998;1;3;2;1;2;2;4;8;B;;;;4;;;346011,6452;6284524,2735;;;;;1;H;J;2;0;0;0;0;0;;;;808,00000;;117,59312
114670;11467001;1930;2;1;0;1;2;2;4;4;C;;;;;;;;;6;;;;2;G;H;1;160000;1;160000;1;0;244,29550;;;;;54,11732
114683;11468301;1976;2;1;0;3;2;2;5;4;A;5;1;1;;;;;;5;99;;;1;E;J;1;258000;2;258000;2;0;62,74590;;;;;45,00226
114683;11468302;1980;1;2;4;1;2;2;4;8;A;2;5;1;;344836,6421;6282853,5973;;;;;;;1;H;J;1;280000;2;280000;2;0;73,48995;;;;;47,28162
114683;11468303;1996;2;3;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;74,47766;;;;;50,51046
114683;11468304;1999;2;3;2;1;2;2;4;6;B;;;;4;;;344399,6390;6282877,8103;;;;;2;H;J;2;0;0;0;0;0;67,15734;;;;;42,60185
114683;11468305;2012;2;4;2;1;2;2;1;0;;;;;;;;;;;;;;2;H;J;2;0;0;0;0;0;48,76738;;;;;35,55299
114691;11469101;1934;2;1;2;1;2;2;6;5;D;;;;;;;;;;;;;1;"A;E";J;2;0;0;0;0;0;;;368,15760;;;76,93585
114691;11469102;1930;1;2;2;1;2;2;8;5;C;;;;;;;;;;99;;;1;"A;H";H;1;99;2;237012;2;2;;;395,63900;;;68,98546
114691;11469103;1962;2;3;0;1;2;2;7;4;A;5;2;1;;0,0000;0,0000;;;4;99;;;1;"B;G";J;1;99;2;201912;2;2;;;416,76080;;;88,86323
114702;11470201;1954;2;2;2;1;2;2;5;4;A;5;5;1;;346602,9243;6298307,9688;;;;99;;;1;"A;B";J;1;99;3;416902;3;2;320,01460;;;;;82,59843
114702;11470202;1956;1;1;2;3;2;2;7;4;A;2;5;1;;343535,9762;6283923,4621;;;;;;4;2;"A;B";J;1;99;3;448863;3;2;246,22450;;;;;83,82473
114702;11470203;1939;2;4;2;3;2;2;5;2;C;;;;;;;;;;99;;;1;H;H;1;99;2;205786;2;2;171,32650;;;;;69,75217
114703;11470301;1967;2;2;7;3;2;2;7;5;D;;;;;;;;;;99;;4;1;H;J;2;0;0;0;0;0;567,09840;;;;;582,02185
114703;11470302;1970;1;1;2;3;2;2;11;5;A;5;5;1;;333182,3908;6303280,6958;;;;;;7;1;D;J;1;1500000;4;1500000;4;0;637,79520;;;;;689,63171
114703;11470303;1991;1;3;2;3;1;2;10;3;B;;;;7;;;349735,0912;6293003,9903;;;;;;;J;2;0;0;0;0;0;624,81430;;;;;636,10187
114703;11470304;1992;1;3;2;3;1;2;11;3;B;;;;8;;;345668,0431;6297377,8101;;;;;;;J;2;0;0;0;0;0;624,81430;;;;;636,10187
114703;11470305;1998;1;3;2;1;1;2;5;1;B;;;;4;;;343143,9240;6286475,1177;;;;;1;H;J;2;0;0;0;0;0;637,79520;;;;;834,87012
114712;11471201;1947;2;4;2;1;2;2;4;6;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;43,49305;;;;;33,20513
114712;11471202;1959;2;2;2;1;2;2;5;4;A;7;6;1;;343220,8406;6283967,5065;;;;99;;;1;H;J;1;200000;1;200000;1;0;44,01342;;;;;38,35294
114712;11471203;1957;1;1;2;6;2;2;5;4;A;9;5;1;;343941,8671;6285142,3256;;;;99;;;1;H;J;1;600000;3;600000;3;0;49,96945;;;;;45,44402
114712;11471204;1988;2;3;1;1;1;2;10;3;B;;;;8;;;344866,5900;6297777,0100;;;;;;;J;2;0;0;0;0;0;43,49305;;;;;33,67204
114712;11471205;1995;2;3;1;1;1;2;5;3;B;;;;4;;;345070,1084;6285943,3100;;;;;;;J;2;0;0;0;0;0;62,77013;;;;;55,01465
114723;11472301;1956;2;1;3;3;2;2;11;5;A;5;1;1;;0,0000;0,0000;;;;;;4;2;G;J;1;99;7;552318;3;1;689,61220;;;;;168,27716
114730;11473001;1935;1;1;2;1;2;1;9;3;C;;;;;;;;;;99;;;1;"B;H";J;1;99;7;226915;2;1;78,65592;;;;;53,27104
114730;11473002;1939;2;2;0;1;2;1;6;2;D;;;;;;;;;3;99;;;1;"B;H";J;2;0;0;0;0;0;79,31442;;;;;59,41032
114730;11473003;1963;1;3;0;1;2;2;11;5;A;2;8;1;;344456,3640;6286597,5803;;;1;99;;;1;H;J;1;99;3;632388;3;2;118,52760;;;;;81,30805
114740;11474001;1941;1;1;2;1;2;2;4;6;C;;;;;;;;;;;;;1;E;J;1;170000;1;170000;1;0;;;479,87010;;;96,62455
114740;11474002;1943;1;3;0;1;2;2;5;1;G;;;;;;;;;5;;;;2;G;I;1;75000;1;75000;1;0;;;479,87010;;;96,62455
